ticker,fetch_date,trailingPE,forwardPE,priceToBook,priceToSales,enterpriseToEbitda,enterpriseToRevenue,profitMargins,operatingMargins,returnOnAssets,returnOnEquity,grossMargins,earningsGrowth,revenueGrowth,earningsQuarterlyGrowth,debtToEquity,currentRatio,quickRatio,dividendYield,payoutRatio,marketCap,enterpriseValue,beta,averageVolume,52WeekChange,trailingEps,forwardEps,bookValue,sector,industry
CHRW,2025-12-16,31.969576,26.368181,10.050376,1.1281335,22.941,1.211,0.03636,0.05578,0.095790006,0.34318,0.08402,0.675,-0.109,0.676,80.904,1.585,1.516,1.6,0.50200003,18619600896,19985180672.0,0.906,1648583,0.4427811,4.93,5.97728,15.682,Industrials,Integrated Freight & Logistics
CI,2025-12-16,12.2687025,9.064595,1.7674481,0.27616662,8.702,0.378,0.02293,0.04,0.0395,0.15538,0.09551,1.654,0.095,1.528,81.021,0.828,0.687,2.18,0.2625,74033922048,101374918656.0,0.263,1979129,0.034301043,22.59,30.575,156.808,Healthcare,Healthcare Plans
CHTR,2025-12-16,5.810316,4.891414,1.7675196,0.51940227,5.813,2.331,0.092939995,0.23858999,0.05546,0.31327,0.55237,-0.054,-0.009,-0.112,497.907,0.375,0.313,,0.0,28618545152,128427851776.0,1.065,1976274,-0.44317174,36.06,42.83424,118.539,Communication Services,Telecom Services
CINF,2025-12-16,12.421562,19.499027,1.6917454,2.1630907,9.008,2.098,0.17569,0.38272,0.04305,0.14529,0.23224,0.367,0.122,0.368,5.732,1.118,0.929,2.08,0.2545,26125809664,25340012544.0,0.695,532530,0.122192144,13.45,8.56812,98.756,Financial Services,Insurance - Property & Casualty
CL,2025-12-16,22.2493,20.678381,74.79284,3.1943562,14.828,3.551,0.1447,0.2023,0.15337,2.93635,0.60148,0.011,0.019,-0.003,680.048,0.93,0.505,2.66,0.5714,64196976640,71354736640.0,0.295,6658406,-0.16204941,3.57,3.84121,1.062,Consumer Defensive,Household & Personal Products
CLX,2025-12-16,15.968603,15.054665,-561.98895,1.8324981,12.637,2.286,0.11682,0.08328,0.114630006,4.43646,0.44277,-0.187,-0.189,-0.192,2230.435,0.759,0.389,4.88,0.76919997,12407843840,15479843840.0,0.568,1995641,-0.3631521,6.37,6.75671,-0.181,Consumer Defensive,Household & Personal Products
CMCSA,2025-12-16,4.6860466,6.7651825,1.0619235,0.84467036,4.983,1.537,0.18333,0.17735,0.051069997,0.24186,0.71882004,-0.042,-0.027,-0.082,101.462,0.882,0.689,4.85,0.2159,104157143040,189516251136.0,0.829,31542803,-0.2981959,6.02,4.16988,26.565,Communication Services,Telecom Services
CMG,2025-12-16,31.80531,29.470854,14.790122,4.0883827,21.825,4.334,0.13036,0.16134001,0.13583,0.44958,0.40191,0.022,0.075,-0.014,154.574,1.542,1.415,,0.0,48191406080,51081515008.0,0.991,22596122,-0.4378597,1.13,1.21951,2.43,Consumer Cyclical,Restaurants
CME,2025-12-16,26.374031,23.32439,3.474387,15.371177,22.106,15.559,0.58946997,0.63386,0.01601,0.13346,1.0,-0.004,-0.03,-0.005,13.372,1.021,0.021,1.84,1.0368,98148040704,99347546112.0,0.293,1893883,0.1591593,10.32,11.66933,78.339,Financial Services,Financial Data & Stock Exchanges
CMI,2025-12-16,26.814411,19.812807,5.918395,2.12618,14.799,2.308,0.079450004,0.12132,0.079050004,0.22767,0.2603,-0.341,-0.016,-0.337,62.949,1.769,0.931,1.55,0.38669997,71399251968,77519249408.0,1.104,946524,0.41198134,19.29,26.10685,87.397,Industrials,Specialty Industrial Machinery
CMS,2025-12-16,20.391932,18.365007,2.4921637,2.5959816,13.382,4.827,0.12622,0.26174998,0.03254,0.11233,0.42327,0.092,0.16,0.095,191.676,0.899,0.425,3.07,0.6174,21533667328,40039665664.0,0.471,2443412,0.041766167,3.47,3.85298,28.393,Utilities,Utilities - Regulated Electric
CNC,2025-12-16,,13.9871025,0.9489069,0.118570514,4.699,0.109,-0.03155,0.0054699997,0.020079998,-0.2186,0.11724,,0.215,,83.51,1.084,1.04,,0.0,19881904128,18334902272.0,0.476,9850750,-0.29337484,-10.67,2.89195,42.628,Healthcare,Healthcare Plans
COF,2025-12-16,81.84641,11.515376,1.406337,5.309238,,5.381,0.04899,0.38719,0.0024899999,0.01615,0.0,0.095,0.679,0.796,,,,1.33,0.8219,153362644992,155443281920.0,1.166,3807227,0.31289327,2.93,20.8252,170.521,Financial Services,Credit Services
CNP,2025-12-16,24.177216,20.01981,2.2600875,2.736402,13.579,5.114,0.11367,0.2495,0.02901,0.09606,0.45139,0.506,0.071,0.518,202.111,0.513,0.336,2.41,0.5506,24939569152,46604566528.0,0.558,5061150,0.19331443,1.58,1.90811,16.902,Utilities,Utilities - Regulated Electric
COO,2025-12-16,43.59893,16.49163,1.9385595,3.96073,17.528,4.558,0.09161,0.13539,0.03474,0.045939997,0.65539,-0.282,0.046,-0.28,33.785,1.893,0.844,,0.0,16208891904,18651287552.0,1.049,2926106,-0.13133663,1.87,4.94372,42.057,Healthcare,Medical Instruments & Supplies
COIN,2025-12-16,23.101475,35.7704,4.1999865,9.161971,29.229,9.515,0.43664002,0.25254,0.00873,0.26005,0.84822,4.306,0.589,4.73,48.559,2.404,1.105,,0.0,67527655424,70129909760.0,3.691,9787972,-0.14176613,10.84,7.00076,59.624,Financial Services,Financial Data & Stock Exchanges
COP,2025-12-16,13.327683,15.129553,1.7959992,1.9231429,5.264,2.184,0.14445,0.19543,0.080979995,0.15421,0.47415,-0.216,0.14,-0.162,36.169,1.323,0.999,3.52,0.4407,117850202112,133828370432.0,0.328,6772188,-0.027681649,7.08,6.2368,52.539,Energy,Oil & Gas E&P
COR,2025-12-16,44.06541,17.951845,45.05144,0.21149345,15.228,0.228,0.00484,0.0114400005,0.03259,1.23751,0.03514,,0.059,,534.1,0.903,0.512,0.69,0.2764,67959783424,73173884928.0,0.633,1537870,0.5199437,7.95,19.51443,7.776,Healthcare,Medical Distribution
CPAY,2025-12-16,21.192125,12.556819,5.364588,5.1089196,12.478,6.523,0.24365999,0.44617,0.06309,0.29097,0.78262,0.003,0.139,0.006,201.153,1.134,0.722,,0.0,22042986496,28145592320.0,0.847,580538,-0.10227209,14.73,24.8598,58.189,Technology,Software - Infrastructure
CPB,2025-12-16,14.572165,10.7639065,2.1289253,0.829716,8.489,1.533,0.056900002,0.14232,0.05685,0.14815,0.30271998,-0.097,-0.034,-0.11,184.567,0.819,0.299,5.52,0.80410004,8428255232,15569255424.0,-0.057,6060082,-0.3324042,1.94,2.62637,13.279,Consumer Defensive,Packaged Foods
COST,2025-12-16,46.093197,38.828224,12.606721,1.3624508,28.414,1.33,0.02961,0.03659,0.08524,0.30325,0.12876001,0.114,0.083,0.113,26.737,1.038,0.488,0.6,0.271,382018945024,372937949184.0,0.982,2594969,-0.0993911,18.67,22.16326,68.262,Consumer Defensive,Discount Stores
CPRT,2025-12-16,23.723925,21.385672,3.8989713,8.041239,16.315,6.94,0.34243,0.37289003,0.1142,0.18124,0.47624,0.108,0.007,0.115,1.039,7.939,7.685,,0.0,37433241600,32308682752.0,1.119,8046124,-0.36261743,1.63,1.80822,9.918,Industrials,Specialty Business Services
CPT,2025-12-16,42.36842,78.262886,2.5012548,7.084351,16.718,9.456,0.1705,0.15994,0.01989,0.059310004,0.61514,,0.021,,81.136,0.052,0.038,4.01,1.6923,11182138368,14925648896.0,0.825,1239375,-0.12108946,2.47,1.33716,41.839,Real Estate,REIT - Residential
CRL,2025-12-16,,18.117796,2.863646,2.4236488,13.811,3.037,-0.020450002,0.15035,0.04335,-0.021879999,0.34680998,-0.173,-0.005,-0.219,76.251,1.366,0.839,,0.0,9752045568,12221590528.0,1.635,1028241,0.019542575,-1.53,10.93676,69.195,Healthcare,Diagnostics & Research
CRM,2025-12-16,34.03476,19.49387,3.99548,6.0113635,20.24,5.924,0.17913,0.23862,0.059499998,0.12184,0.77729,0.386,0.086,0.366,19.385,0.984,0.785,0.63,0.22,242360156160,238853455872.0,1.253,8595580,-0.25284213,7.48,13.05949,63.717,Technology,Software - Application
CRWD,2025-12-16,,100.83195,30.593071,26.919144,-1267.798,26.056,-0.06882,-0.05589,-0.02001,-0.088149995,0.74277,,0.222,,20.154,1.811,1.615,,0.0,122890420224,118949912576.0,1.094,2618938,0.3410021,-1.27,4.83448,15.934,Technology,Software - Infrastructure
CSCO,2025-12-16,30.212357,17.514801,6.573973,5.3586583,20.496,5.569,0.17902,0.23604,0.06646,0.22418,0.64847,0.06,0.075,0.055,63.228,0.927,0.718,2.11,0.6293,309173157888,321296171008.0,0.864,20508609,0.32946002,2.59,4.46765,11.903,Technology,Communication Equipment
CSX,2025-12-16,24.142859,19.517061,5.4285297,4.9078684,13.525,6.261,0.20548001,0.35071,0.07007,0.22589001,0.46293,-0.196,-0.009,-0.224,155.283,0.847,0.67,1.4,0.3312,69313822720,88427831296.0,1.299,14351227,0.1354388,1.54,1.905,6.849,Industrials,Railroads
CTAS,2025-12-16,41.877777,35.173283,15.967632,7.193148,28.166,7.414,0.17538,0.22731,0.15977,0.42187,0.50097,0.091,0.087,0.087,56.254,2.239,1.034,0.96,0.36,75936022528,78268899328.0,0.963,2172445,-0.1000576,4.5,5.35776,11.802,Industrials,Specialty Business Services
CSGP,2025-12-16,1062.5,46.0332,3.1336021,8.839752,178.214,9.201,0.00664,-0.061300002,-0.00398,0.00252,0.79251,,0.204,,13.126,3.121,2.839,,0.0,27018702848,28122228736.0,0.839,3778527,-0.067003965,0.06,1.38487,20.344,Real Estate,Real Estate Services
CTRA,2025-12-16,12.162037,10.047195,1.3636836,3.007454,5.452,3.605,0.24691999,0.28043,0.06279,0.118549995,0.74767,0.235,0.349,0.278,27.957,1.025,0.887,3.35,0.4028,20047687680,24028387328.0,0.309,9105940,0.07137036,2.16,2.61466,19.264,Energy,Oil & Gas E&P
CTVA,2025-12-16,26.672064,17.999063,1.7678787,2.5610573,12.383,2.665,0.09187999,-0.10313,0.03805,0.06705,0.4611,,0.126,,17.175,1.578,0.998,1.09,0.2794,44739108864,46546223104.0,0.738,4572317,0.12890553,2.47,3.66019,37.265,Basic Materials,Agricultural Inputs
CVS,2025-12-16,209.71054,11.122883,1.3877473,0.2582682,11.649,0.439,0.0011999999,0.022650002,0.02498,0.0057800002,0.13352,,0.078,,111.821,0.832,0.594,3.34,7.0,101161074688,171863080960.0,0.48,7603587,0.8033606,0.38,7.16451,57.424,Healthcare,Healthcare Plans
CTSH,2025-12-16,19.456018,14.970247,2.7250917,1.968149,10.41,1.886,0.10203,0.15993,0.101560004,0.14501001,0.34056,-0.521,0.074,-0.529,7.854,2.358,1.965,1.48,0.2847,41049681920,39329345536.0,0.967,4576220,0.035912633,4.32,5.61447,30.843,Technology,Information Technology Services
CVX,2025-12-16,21.039326,19.604404,1.5888169,1.5995824,9.054,1.808,0.06767,0.098529994,0.04047,0.07316,0.40602002,-0.266,-0.014,-0.211,21.239,1.152,0.72,4.56,0.9508,301820411904,341199519744.0,0.673,7761259,0.012693286,7.12,7.64114,94.284,Energy,Oil & Gas Integrated
D,2025-12-16,19.555555,16.604004,1.9139613,3.2314026,13.583,6.584,0.16790001,0.34504002,0.029790001,0.09204,0.49029,0.062,0.149,0.077,154.315,0.845,0.361,4.46,0.8725,51098169344,104111169536.0,0.68,5114816,0.10710955,3.06,3.60395,31.265,Utilities,Utilities - Regulated Electric
DAL,2025-12-16,10.052185,9.934845,2.4560616,0.7396163,8.042,1.025,0.07357,0.0992,0.04749,0.28514,0.21117,0.102,0.064,0.114,117.299,0.398,0.262,1.07,0.089899994,46536654848,64515420160.0,1.376,8507874,0.14800203,7.09,7.17374,29.018,Industrials,Airlines
DAY,2025-12-16,,25.346228,4.1141195,5.8568754,104.826,6.173,-0.07912,-0.25831,-0.00205,-0.05706,0.50922,,0.095,,45.53,1.043,0.18,,0.0,11088822272,11688122368.0,1.2,3120987,-0.10586107,-0.95,2.73374,16.842,Technology,Software - Application
DD,2025-12-16,23.47399,18.828907,0.7429972,1.3248142,7.551,1.928,-0.060110003,0.17773001,0.03462,0.03217,0.37117,,0.073,,39.673,2.002,0.838,3.52,0.9306,17014588416,24766588928.0,1.137,7414174,0.22079992,1.73,2.15679,54.657,Basic Materials,Specialty Chemicals
DASH,2025-12-16,115.21827,37.158424,10.300885,7.7426233,95.078,7.683,0.0683,0.08009,0.0312,0.100430004,0.51429003,0.459,0.273,0.506,34.255,2.045,1.032,,0.0,97828044800,97074855936.0,1.716,5006961,0.28525424,1.97,6.10844,22.035,Consumer Cyclical,Internet Retail
DDOG,2025-12-16,458.2258,60.598953,14.478647,15.50983,7542.451,14.619,0.033239998,-0.00656,-0.00503,0.03519,0.79959,-0.337,0.284,-0.345,37.199,3.663,3.551,,0.0,49812783104,46951759872.0,1.234,4479604,-0.06953031,0.31,2.3441,9.811,Technology,Software - Application
DE,2025-12-16,26.37892,21.558546,5.0832257,2.887739,21.662,4.145,0.110039994,0.12627,0.03816,0.20427999,0.33346,-0.137,0.131,-0.145,245.842,2.222,2.006,1.34,0.35029998,131923460096,189345103872.0,1.007,1429869,0.09290111,18.5,22.6365,96.004,Industrials,Farm & Heavy Construction Machinery
DECK,2025-12-16,15.451709,15.172649,6.1605453,2.9415097,10.74,2.687,0.19364001,0.2282,0.21533,0.43312,0.57665,0.144,0.091,0.107,14.22,3.067,2.024,,0.0,15426226176,14092197888.0,1.186,3983898,-0.51903784,6.73,6.85378,16.88,Consumer Cyclical,Footwear & Accessories
DELL,2025-12-16,17.44786,11.388247,-33.22556,0.8403096,10.379,1.047,0.05005,0.082729995,0.057490002,,0.20948,0.39,0.108,0.317,,0.853,0.549,1.61,0.2701,87467827200,108955623424.0,1.109,7446932,0.09891784,7.48,11.46006,-3.928,Technology,Computer Hardware
DG,2025-12-16,22.918964,18.82741,3.574348,0.69472986,14.146,1.057,0.03033,0.03999,0.04191,0.16450001,0.30407,0.438,0.046,0.438,201.663,1.171,0.183,1.78,0.4076,29260398592,44528201728.0,0.276,3479093,0.75276315,5.8,7.06045,37.19,Consumer Defensive,Discount Stores
DGX,2025-12-16,21.609154,17.744482,2.8156972,1.8974943,12.399,2.447,0.08931,0.14915,0.0612,0.14353,0.33446997,0.085,0.132,0.084,86.524,1.128,0.886,1.74,0.3697,20587812864,26545831936.0,0.616,1070532,0.1740948,8.52,10.37562,65.387,Healthcare,Diagnostics & Research
DHI,2025-12-16,13.535467,11.659802,1.9047328,1.3342535,10.336,1.44,0.10468,0.124680005,0.08158,0.14321,0.22516,-0.222,-0.032,-0.295,24.514,6.421,0.642,1.15,0.1383,45698715648,49330311168.0,1.38,3197425,0.06638944,11.56,13.41961,82.148,Consumer Cyclical,Residential Construction
DHR,2025-12-16,46.92608,27.134886,3.160508,6.7430058,23.34,7.337,0.14435,0.2075,0.040570002,0.06843,0.59593,0.134,0.044,0.11,35.544,1.519,0.835,0.57,0.2531,163639263232,178059067392.0,0.923,4203922,-0.030831158,4.87,8.422,72.308,Healthcare,Diagnostics & Research
DLR,2025-12-16,39.71169,42.29486,2.3526244,9.15357,26.924,12.275,0.23959999,0.13333,0.010650001,0.05825,0.54806,0.603,0.111,0.325,79.248,1.304,1.275,3.19,1.2642,53466329088,71697383424.0,1.123,1714845,-0.16956758,3.85,3.61486,64.987,Real Estate,REIT - Specialty
DIS,2025-12-16,16.129927,15.00705,1.8011247,2.1038253,12.448,2.56,0.13136,0.11868,0.04474,0.12203,0.37764,1.873,-0.005,1.854,39.632,0.71,0.554,1.34,0.146,198653706240,241727569920.0,1.497,10241967,-0.012564123,6.85,7.36254,61.345,Communication Services,Entertainment
DLTR,2025-12-16,24.795841,19.583925,7.5978913,1.4110333,15.492,1.748,-0.15397,0.06725,0.05111,0.20066999,0.35939997,0.106,0.094,0.048,221.055,0.959,0.153,,0.0,26754461696,33147672576.0,0.752,4234956,0.8523748,5.29,6.69784,17.264,Consumer Defensive,Discount Stores
DOC,2025-12-16,,66.64,1.5239663,4.133331,14.272,7.708,-0.01359,0.18601999,0.01588,-0.00115,0.59741,,0.008,,114.248,3.653,1.474,7.32,5.0417004,11577864192,21590093824.0,1.095,8215730,-0.2036416,-0.06,0.25,10.932,Real Estate,REIT - Healthcare Facilities
DOV,2025-12-16,26.176853,18.99589,3.6029427,3.4845002,16.5,3.676,0.28370002,0.1869,0.069,0.15883,0.40045,-0.126,0.048,-0.13,40.076,2.042,1.362,1.03,0.2689,27608942592,29127147520.0,1.309,1175283,0.013127089,7.69,10.59703,55.871,Industrials,Specialty Industrial Machinery
DOW,2025-12-16,,-133.66394,0.95020056,0.40738875,9.318,0.798,-0.02769,0.01905,0.00723,-0.05287,0.07218,-0.733,-0.083,-0.71,102.943,1.944,1.009,5.84,7.0,16667495424,32667494400.0,0.784,13067919,-0.40916932,-1.61,-0.17544,24.679,Basic Materials,Chemicals
DRI,2025-12-16,20.00322,16.390718,9.750523,1.7580141,15.113,2.388,0.08898,0.09879,0.07475,0.50411,0.21826,0.261,0.104,0.244,361.727,0.397,0.13,3.22,0.6109,21736787968,29523974144.0,0.656,1385500,0.10165596,9.32,11.37412,19.12,Consumer Cyclical,Restaurants
DPZ,2025-12-16,25.569841,22.374166,-3.8757975,3.0635598,21.155,4.316,0.12159,0.18064,0.33951,,0.28636998,0.301,0.031,0.215,,1.609,0.773,1.59,0.39330003,14852652032,20923531264.0,1.145,622569,-0.03359896,17.11,19.5538,-112.88,Consumer Cyclical,Restaurants
DTE,2025-12-16,19.311844,16.676289,2.2003381,1.804861,14.474,3.51,0.093439996,0.18968001,0.02826,0.11658,0.31271,-0.124,0.214,-0.122,207.975,1.152,0.495,3.44,0.65370005,26751647744,52018647040.0,0.467,1312833,0.07539356,6.67,7.72414,58.541,Utilities,Utilities - Regulated Electric
DUK,2025-12-16,18.382677,17.427721,1.798724,2.906147,11.401,5.823,0.15972,0.27125,0.02854,0.09905,0.52401,0.127,0.048,0.109,170.344,0.629,0.243,3.65,0.6614,90776403968,181873393664.0,0.477,3149008,0.06868112,6.35,6.69795,64.896,Utilities,Utilities - Regulated Electric
DVA,2025-12-16,12.389062,9.425341,-14.900087,0.64451104,8.407,1.684,0.05796,0.14832,0.07007,0.61618,0.31983998,-0.184,0.048,-0.3,953.093,1.363,1.234,,0.0,8583575040,22429972480.0,0.994,901179,-0.1776784,9.69,12.73694,-8.057,Healthcare,Medical Care Facilities
DVN,2025-12-16,8.530661,8.64833,1.482134,1.3870192,3.924,1.818,0.16424999,0.24194999,0.08022001,0.18586999,0.49348,-0.162,0.071,-0.154,56.274,0.957,0.758,2.65,0.2217,22960715776,30098440192.0,0.673,7812419,0.16630399,4.24,4.18231,24.404,Energy,Oil & Gas E&P
DXCM,2025-12-16,36.51667,26.497196,9.403434,5.707914,24.82,5.618,0.15958999,0.20053,0.07017,0.30635,0.59014,1.099,0.216,1.108,94.479,1.565,1.346,,0.0,25776367616,25368989696.0,1.515,6638672,-0.13933164,1.8,2.48064,6.99,Healthcare,Medical Devices
ED,2025-12-16,17.375875,16.492653,1.4846072,2.1619592,10.485,3.759,0.122700006,0.25342,0.03264,0.08839,0.53414,0.124,0.107,0.17,110.373,1.075,0.694,3.42,0.5909,35873390592,62367391744.0,0.362,2086137,0.07364595,5.72,6.02632,66.947,Utilities,Utilities - Regulated Electric
EBAY,2025-12-16,18.312637,14.166429,7.94593,3.5228324,15.457,3.952,0.20366,0.21418,0.0785,0.42430001,0.71645,0.054,0.095,-0.003,151.155,0.925,0.841,1.36,0.25280002,37743628288,42337718272.0,1.341,5264645,0.328974,4.51,5.82998,10.394,Consumer Cyclical,Internet Retail
EFX,2025-12-16,40.94717,24.569508,5.387652,4.4985604,16.871,5.27,0.1108,0.19950001,0.05905,0.13066,0.57105,0.142,0.072,0.134,94.824,0.738,0.607,0.92,0.33650002,26736295936,31323353088.0,1.586,1402222,-0.19307923,5.3,8.8329,40.281,Industrials,Consulting Services
ECL,2025-12-16,37.569782,30.800425,11.130957,4.6605053,21.082,5.054,0.12489,0.14715,0.07754,0.21869,0.44358003,,0.178,,103.915,1.697,1.259,1.12,0.3741,74057293824,80302260224.0,0.982,1504541,0.070804715,6.95,8.47748,23.458,Basic Materials,Specialty Chemicals
EA,2025-12-16,59.533527,22.054028,8.486057,7.007639,33.1,7.117,0.121429995,0.10875,0.06273,0.13201,0.78787005,-0.514,-0.092,-0.534,36.65,0.838,0.721,0.37,0.2209,51071672320,51867410432.0,0.757,3309764,0.31617033,3.43,9.25908,24.063,Communication Services,Electronic Gaming & Multimedia
EIX,2025-12-16,7.7444296,9.596225,1.4659622,1.2571784,8.978,3.628,0.16315001,0.32557,0.03238,0.15765001,0.56009996,0.636,0.106,0.612,204.02,0.82,0.404,5.94,0.4338,22739843072,65630068736.0,0.831,3122837,-0.27565217,7.63,6.15763,40.308,Utilities,Utilities - Regulated Electric
EL,2025-12-16,,34.57528,9.358962,2.520227,21.047,3.019,-0.064380005,0.072680004,0.03847,-0.20727,0.74173,,0.036,,242.211,1.321,0.807,1.39,4.7143,36407197696,43610193920.0,1.175,3558848,0.3315426,-2.59,2.92203,10.795,Consumer Defensive,Household & Personal Products
EG,2025-12-16,24.450148,5.933905,0.8976673,0.7803591,,0.676,0.031229999,0.07728,0.00746,0.03595,0.045819998,-0.484,-0.009,-0.499,23.337,0.408,0.287,2.45,0.5952,13794408448,11953410048.0,0.38,406075,-0.07857829,13.44,55.37837,366.071,Financial Services,Insurance - Reinsurance
ELV,2025-12-16,14.70322,13.334226,1.821989,0.4168723,8.535,0.391,0.028399998,0.034649998,0.04242,0.12569,0.26261,0.22,0.123,0.17,72.823,1.56,1.433,1.9,0.2755,81215062016,76169854976.0,0.525,1744272,-0.0197379,24.53,27.04844,197.954,Healthcare,Healthcare Plans
EME,2025-12-16,25.124397,22.480618,8.376035,1.7199643,16.21,1.706,0.06959,0.09433,0.12044,0.37088,0.19385,0.133,0.164,0.093,12.915,1.192,1.111,0.16,0.0403,27937929216,27714859008.0,1.17,626083,0.3077165,24.84,27.76125,74.509,Industrials,Engineering & Construction
EOG,2025-12-16,10.519364,9.91749,1.9020344,2.5530627,5.278,2.74,0.24410999,0.33223,0.09086,0.18476999,0.62289,-0.085,-0.024,-0.121,26.835,1.624,1.29,3.85,0.3808,57837080576,62074454016.0,0.504,4020609,-0.12293953,10.07,10.68113,55.693,Energy,Oil & Gas E&P
EMR,2025-12-16,33.975246,19.365124,3.8087575,4.2840576,17.727,4.959,0.12728,0.20721,0.052389998,0.09363,0.52836,-0.353,0.051,-0.361,67.785,0.876,0.603,1.62,0.5236,77181583360,89343664128.0,1.254,2679390,0.06683326,4.04,7.088,36.038,Industrials,Specialty Industrial Machinery
EPAM,2025-12-16,32.04532,17.036224,3.1433737,2.2302487,15.289,2.008,0.070149995,0.10682,0.07743,0.10207,0.28932,-0.194,0.194,-0.217,4.165,3.022,2.852,,0.0,11815542784,10635832320.0,1.753,874982,-0.15444499,6.62,12.45229,67.488,Technology,Information Technology Services
EQIX,2025-12-16,69.91598,50.080147,5.280648,8.236823,24.022,10.322,0.118,0.21851999,0.03196,0.077,0.50353,0.229,0.066,0.259,147.969,1.34,1.069,2.46,1.6847,74757406720,93685407744.0,1.037,538559,-0.21909994,10.89,15.20333,144.184,Real Estate,REIT - Specialty
EQR,2025-12-16,20.098684,42.700695,2.1008115,7.8103223,17.197,10.488,0.37583,0.28955,0.02558,0.10444,0.6301,1.009,0.046,1.015,76.237,0.165,0.085,4.53,0.90629995,24046630912,32291749888.0,0.759,2438037,-0.16242957,3.04,1.43089,29.084,Real Estate,REIT - Residential
EQT,2025-12-16,17.970684,12.483623,1.4871421,4.4662557,8.838,5.974,0.23097,0.34897,0.040939998,0.08488,0.775,,0.514,,30.675,0.578,0.474,1.2,0.2052,34429775872,46050541568.0,0.621,8388346,0.25723982,3.07,4.41939,37.098,Energy,Oil & Gas E&P
ERIE,2025-12-16,23.148388,20.488222,6.500736,3.7148705,17.758,3.58,0.16038,0.20115,0.15170999,0.30444,0.17988001,0.144,0.067,0.144,2.353,1.669,1.551,1.94,0.4407,15009284096,14463224832.0,0.386,145866,-0.32287788,12.4,14.01,44.155,Financial Services,Insurance Brokers
ES,2025-12-16,18.886742,13.701733,1.6000094,1.9509156,12.077,4.212,0.102189995,0.22489001,0.03173,0.0861,0.54386,,0.051,,184.357,0.715,0.306,4.4,0.8211,25651683328,55383912448.0,0.767,3036074,0.16407454,3.62,4.98988,42.731,Utilities,Utilities - Regulated Electric
ESS,2025-12-16,19.730595,42.971367,2.9651065,9.342405,19.082,12.284,0.44167,0.33777002,0.030580001,0.15987,0.68703,0.389,0.062,0.39,115.144,0.457,0.125,3.97,0.7726,17906692096,23543920640.0,0.728,467254,-0.12403947,13.14,6.03332,87.437,Real Estate,REIT - Residential
ETN,2025-12-16,33.321,24.296535,6.8683267,4.8705983,22.917,5.263,0.14741,0.19791001,0.080290005,0.20653,0.38265,0.024,0.101,0.001,59.661,1.28,0.708,1.25,0.4064,129718648832,140162760704.0,1.168,2541991,-0.043505847,10.0,13.7143,48.514,Industrials,Specialty Industrial Machinery
ETR,2025-12-16,23.091133,21.348595,2.512866,3.2889476,12.554,5.586,0.1421,0.30055,0.03134,0.11188,0.48632,0.02,0.125,0.076,179.362,0.713,0.423,2.73,0.5911,41868460032,71113703424.0,0.616,2783285,0.23396575,4.06,4.39139,37.308,Utilities,Utilities - Regulated Electric
EVRG,2025-12-16,20.196186,17.240858,1.658314,2.9025435,11.709,5.396,0.1445,0.36201,0.02866,0.08454,0.52523,0.005,-0.001,0.02,142.45,0.516,0.105,3.77,0.7315,17063473152,31724304384.0,0.634,2134870,0.20000005,3.67,4.29909,44.696,Utilities,Utilities - Regulated Electric
EW,2025-12-16,36.570175,29.037695,4.7445087,8.31986,25.333,7.7,0.23249,0.27371,0.07715,0.13492,0.78188,-0.903,0.147,-0.905,6.862,4.004,2.982,,0.0,48952397824,45304913920.0,0.967,4421604,0.120885015,2.28,2.87144,17.574,Healthcare,Medical Devices
EXC,2025-12-16,15.724014,15.422312,1.5765264,1.8221055,11.545,3.813,0.116009995,0.22177,0.02853,0.10308,0.42286998,0.229,0.09,0.238,177.601,0.939,0.608,3.65,0.56630003,44308140032,92717432832.0,0.55,7409320,0.1930449,2.79,2.84458,27.827,Utilities,Utilities - Regulated Electric
EXPD,2025-12-16,24.685669,25.637512,8.907499,1.841986,16.962,1.763,0.07571,0.0995,0.13853,0.36505002,0.13682,0.006,-0.035,-0.032,24.549,1.794,1.58,1.02,0.24430001,20570857472,19685982208.0,1.143,1379669,0.3091787,6.14,5.91204,17.016,Industrials,Integrated Freight & Logistics
EXE,2025-12-16,36.242622,11.582268,1.4504278,2.44246,6.915,2.906,0.08043,0.29054,0.050669998,0.061189998,0.43203998,,3.193,,27.95,0.81,0.593,2.83,1.0257,26327277568,31323160576.0,0.437,3533920,0.16578805,3.05,9.5439,76.212,Energy,Oil & Gas E&P
EXPE,2025-12-16,27.333656,15.904769,26.083557,2.440305,16.143,2.448,0.096590005,0.25566998,0.05079,0.53886,0.89944,0.454,0.087,0.402,250.289,0.744,0.619,0.58,0.115600005,35067183104,35175641088.0,1.442,2109806,0.51799154,10.37,17.8217,10.867,Consumer Cyclical,Travel Services
EXR,2025-12-16,29.821032,27.567123,2.077651,8.632294,18.898,12.483,0.27735,0.46325,0.033469997,0.06786,0.74904,-0.142,0.034,-0.141,94.252,1.46,0.192,4.86,1.4497,29539475456,42717249536.0,1.269,1124241,-0.12952292,4.47,4.83547,64.159,Real Estate,REIT - Industrial
